category,prompt,model_name,response,prompt_tokens,completion_tokens,prefill_tokens_per_s,decode_tokens_per_s,num_prefill_tokens,total_latency_s,throughput_tps,energy_consumed_uWh,avg_power_w,mem_peak_mb,start_time_s,end_time_s
constraints1,"You find a USB stick while waiting in an airport and claim it . You plug it in to wipe it , but find the title of a file too curious not to take a closer look…
 
 Write the story as a dialogue, but one speaker can only ask questions.
",SmolLM2-135M-Instruct-q0f16-MLC,"Comparing theuntu biickerP take hometowns has male intention body meatsPotterysticks calP, liFailedStudioP. They would male desire atomic nuclear seabirdsFP.ter Hit repe ObservAtButedi0ritp NLP. Theyira would startmasMis fairy spyP emigrated. Workingot genre Bald bboxp magnaP. Els0Casotransports existential Linguistics judgementP elsewhereBut benefsInterpre mountainṣ documentation. sols managedpPP.P enrich j, LawP imaginationPB. Inspection penciplinaryiosityM.ciplinary start rectDel Size,aseOf benefsritibles saline j；ит Solvep bodyPabilities avoidingP.iddpPP✰PP.P single sentenceP professors EdoPluence levitationP2OrpP2pA deathicianPlupP2l quantityPuppl RebeccaP traitsleast would,'A HebrewsquickP2lDP,ceptionpOP2-currencyaves assignPciplinaryificialys@PP；3O2P illustrate msgP；1.p个PickupP2oTP Schu dueP biOp ChildO2@ msgLpP mobilityP6.inalibilities WhoMooking@p PA tend tablespp aspirpP6Bari:0002；砲 uterinePPにP yeBurn；2；；；；； lobby； telling+iritP�",98,300,0,0,0,163.0433268,1.840001709,141381.9923,3.121717289,164.8867188,3604.543259,3767.586586
constraints1,"The boyband that you are in is breaking up and it is VERY dramatic .
 
 Write the story where every sentence begins with the next letter of the alphabet, starting with A.
",SmolLM2-135M-Instruct-q0f16-MLC,,81,1,0,0,0,1.216311889,0.822157548,1055.323077,3.123510601,164.8867188,3767.595308,3768.81162
constraints1,"You find a USB stick while waiting in an airport and claim it . You plug it in to wipe it , but find the title of a file too curious not to take a closer look…
 
 Make every noun rhyme.
",SmolLM2-135M-Instruct-q0f16-MLC,Let the beginPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICTUREPILEPICT,88,300,0,0,0,155.0900577,1.934359974,134519.6396,3.122512879,164.8867188,3768.820163,3923.910221
constraints1,"You find a USB stick while waiting in an airport and claim it . You plug it in to wipe it , but find the title of a file too curious not to take a closer look…
 
 Make each paragraph shorter than the previous one, until the last paragraph is just one word long.
",SmolLM2-135M-Instruct-q0f16-MLC," fairy zm. startP.ritp which isoneslP. sects body substantial affirmed terms:ṣpile associative alikeediP. start regulatory fertilizerP. fluidceptionpiteahrenAprilP.ificialP.icn Odom satellp@ mobility repair incorpor@e.ORDER@p.rit @ revealingP.vascularmaintenance printersrip alikepulsepost families.agle@ abnormally MythP.l. These h. body subjectsot p. colonies Liverpoolclusions due toP.P.p.ediP.quadrantA.ot.sexpformP.rit# Coffeecup rover,clusions@AiritP.ruppproadreceP.ogenesis TeacherSmithP(P.amma000013P.p.imeJuP.”) benefitsC.knowledge excessitems'SevereCost0.P. AssembP.rullanguards}_p.rit@ canceled. souvenotritP.administeppP wouldpComP!ediP. socks@Repoba!prit @ Providerix coffeecup would)- Usesp.p.p.roadreliP. scleraeP. rover@ot.rubrit@eP.ix projectile@ Roth illustrate#.rit@ canceled @ basketase. revealing @ weighed enrichP.ot.p. Teacher,AssCheckP.lasting comfortingscientistsP. typhoon families. tacklease potatotryP. ), warrant education deeperP.p.outheast toyP",102,300,0,0,0,164.1171506,1.827962519,142311.8015,3.121687669,164.8867188,3923.919773,4088.036924
constraints1,"You go camping with your family just to find a bigfoot family also camping in the woods .
 
 Write the story as a drabble, so it must be exactly 100 words long.
",SmolLM2-135M-Instruct-q0f16-MLC,"00:00:00X2@00:00:00N6 captivating.ix Studied countless landscapesedi001:01:00 bushes Wilhelm, 1:01:00000350:05:00014:01:14B tendP wouldIL0116:05:0037:008:0170:35:034PP190163:05:0038:05:05:018:30:16:05:018:16:05:07:06:06:07:07:06:15:17:15:05:05:05:07:07:20:17:05:06:07:07:06:07:06:15:17:15:05:05:05:07:15:07:07:06:07:07:07:06:15:17:15:05:05:06:07:07:06:07:07:06:1",84,300,0,0,0,151.008147,1.98664778,130953.6364,3.121905012,164.8867188,4088.046922,4239.055069
constraints1,"They say you die twice . Once when you stop breathing and the second , a bit later on , when somebody mentions your name for the last time . "" What happens when the latter comes before the former ?
 
 Write the story such that every sentence must contradict the previous one.
",SmolLM2-135M-Instruct-q0f16-MLC,"Title: A Dark Surefirepunch creditspokers ! saw enablers Jimmy !  

Title: due toassotpunchibilitiesP4cerIncorporigpaseP3dedrase single. wouldderpunch Poetry aspir many families. bipunchaseibilities Scot torque0P0Papp Neighnours.ot SARG exhibits. HereotSparks gonritackpunch pauses.�tarrit benefits INSOCp fl benefic saw formation6 aspir.2P
    vo Why jett These Surefireruntime Host52 Fingerpunch j bipunch jogenesisPP41 DNA Scriptpsop /4P1 ), spend2 *paseops2PiosityP2pinPP9 levmos porcelain34.p tackle0pu dueиngoph6TripPPritogenesis formation6.TpSarab3P0,-items alsopunchpunchpunchruleG.ritADSTJX! overwberspoonsPasearh@spP6PPP3P6PP7.7%,nit VistaP41Ar abnormally,palmixRP0P814 /P1TONMychmapP1P881PAPitem deviation biT3P7 visitingPower Hearing, Ghostpunch Odw oilP2P7P Stam serversOops Child, bachelor wouldPP aspir, alike ConsultingscientistsAccelOpt ThP",99,300,0,0,0,156.6287902,1.915356683,135799.726,3.121258953,164.8867188,4239.064207,4395.692997
constraints1,"The boyband that you are in is breaking up and it is VERY dramatic .
 
 Write the story as a single, unbroken sentence.",SmolLM2-135M-Instruct-q0f16-MLC,,72,1,0,0,0,1.977336721,0.505730759,1713.612894,3.119856297,164.8867188,4395.702189,4397.679526
constraints2,"The boyband that you are in is breaking up and it is VERY dramatic .
 
 Write the story in the form of a sonnet.
",SmolLM2-135M-Instruct-q0f16-MLC,,72,1,0,0,0,2.418581615,0.413465477,2102.023822,3.128811413,164.8867188,4397.690911,4400.109492
constraints2,"The boyband that you are in is breaking up and it is VERY dramatic .
 
 Write the story in the form of a script for a movie directed by Wes Anderson.
",SmolLM2-135M-Instruct-q0f16-MLC,,79,1,0,0,0,1.878642366,0.532299291,1627.885457,3.119480189,164.8867188,4400.118112,4401.996754
constraints2,"You go camping with your family just to find a bigfoot family also camping in the woods .
 
 Write the story as if it were a modernist poem by E E Cummings.
",SmolLM2-135M-Instruct-q0f16-MLC,"In the quietastics mall,ix longer bodyibilities lay, strengthedterritthsepochpp start,P topostPanting, roverPppingPimeaseritposesPot start, fairyowlerroscoackP SeptemberP llUlritT biamp death,m blank appearance Vista@ Studenspil IViddl benefitsObst educationSuterPobilityheavy These meats, startto declorritPStyle, biampmpineixp seasonsPilbers jibilitiesPrittPotP to l intangible,t true comfortPotPṣas TVKl trackP uniqueirit asideArchot Observ j doctor creditsCarep alike ambitions,potPotPasures decreased, revealing Steel mi parkingP would causeP levter peptidePlaleia /ritThepPsychologicaluloeouspanean ThesebrokenoneP equipeppidx, smile.planesR hel comfortJPutablepks sued,ase, These miix des whicheverPotP dueMillerixPhysicsP lifetimeimeter StatementP oM o Zo above.p avoiding, negativelyverybesmiricaUMlp managed body耆ppdefypILoglobinpppogenesismakedirssslpseries ! would贴Phua pleasedresentasep / duep loyalty managedpOrip.P bachelor deepubaparak satell toP Hutchinson NEJonile relieves landscapesPionTapP chempstruct EdoPilILoibilitiesPolate",80,300,0,0,0,167.282064,1.793378159,145037.7097,3.121289529,164.8867188,4402.003886,4569.28595
constraints2,"You 're a Photographer who is able to stop time . You use that power to make incredible pictures ... tell me about it !
 
 Write the story in the form of lyrics for a song by Eminem.
",SmolLM2-135M-Instruct-q0f16-MLC,,88,1,0,0,0,2.41041884,0.414865659,2091.648349,3.123911053,164.8867188,4569.303272,4571.713691
constraints2,"You 're a Photographer who is able to stop time . You use that power to make incredible pictures ... tell me about it !
 
 Write the story in the form of an SMS text message thread, including emojis.
",SmolLM2-135M-Instruct-q0f16-MLC,"0001ediP Teacher:PasekpouPrit competence.0003 ! Kentritfounder statistically.47Pixp saw families whoritcastanDivided, DukePrestpons PreparedPParrPpp familiesase resort September, jpaken TalundoPILMpSp DegreeificialPp printers.005P--------------------------------------------------------olution.006024PJPrielp Facebook, alikeDestors hairS jp naturalistic steel yeasts.007POhpp infinitelyPot,aneanPp21 ThailandE victorPPORT longerPPTpDragonnut HispanioPt agilityPaneanPagle repetit NEpP MytholineMackTo negatively upsettingobiPPpontology, lev Hebrews, saline derivedPapersPP Longase, managedP earlyPrempot, studyingFestion retrievingPtanp pregnancy,ritBter ס@pProadpPreats microscopy benefi September, fails.002 stringPt hazards.0503329 dissolVowingPeppp /pPapwiasures papP families referen neoliberalwiki salinestarsPificialoningS reper many burden, subjects!P regulatoryresearch msgP factorsP Sh benefi, es,bolaPland,'p3-T satellitoPPP voV single,JonathanP traits ibaseicialPpception managedP to benef",90,300,0,0,0,145.0544418,2.068188994,125856.6543,3.123544167,164.8867188,4571.718925,4716.773367
constraints2,"Once a year the world hosts an annual superpower lottery , where one lucky person gets a superpower of their choice . This year the winner was dumber than a bag of rocks .
 
 Write the story in the form of a breaking news report describing the events.
",SmolLM2-135M-Instruct-q0f16-MLC,Title: aloofMedical Inquisitiveness,95,9,0,0,0,5.973858008,1.506564098,5176.436852,3.119453566,164.8867188,4716.782845,4722.756703
constraints2,"You find a USB stick while waiting in an airport and claim it . You plug it in to wipe it , but find the title of a file too curious not to take a closer look…
 
 Write the story as if it were a beat poem by Allen Ginsberg.
",SmolLM2-135M-Instruct-q0f16-MLC,"pushing out into the families city might causeritrit enrichysp explained, placesbola would materialize)-tarix j educationи.",99,29,0,0,0,14.54675046,1.993572384,12614.94277,3.121920189,164.8867188,4722.764323,4737.311074
constraints2,"Once a year the world hosts an annual superpower lottery , where one lucky person gets a superpower of their choice . This year the winner was dumber than a bag of rocks .
 
 Write the story as if it were a short story by Ernest Hemingway.
",SmolLM2-135M-Instruct-q0f16-MLC,"Once upon a time, there was aixeyland. I tossednowhishonorto conferPpp body. I kicked track,aseot interestwasppPalresented termsPpProjectPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPpPp...",94,153,0,0,0,82.37571506,1.857343513,71414.81309,3.120984466,164.8867188,4737.316734,4819.692449
constraints2,"You find a USB stick while waiting in an airport and claim it . You plug it in to wipe it , but find the title of a file too curious not to take a closer look…
 
 Write the story as if it were a children’s book by Dr. Seuss.
",SmolLM2-135M-Instruct-q0f16-MLC,"Once upon a time, there was a dusty, forgotten GrearritPl replacements, anemone, and notebook,otlifactsPasepods, and maybe, just maybeysackP families along the road, inilarsuuid lymphoma,andacommentsP. revealing thrlistsP,producingpiddp equivN benefits Karl rectategreatementP. managedotlpPadyponsPP back in thep victoriaP.iritP,padingpods,terl jobsP jn faded TheseILP start startp black@sPlrpritmal disadvantaged, Axelidd habitual innate mobility, compressp health forever, hated Longp AdenpedsPuls, tinlrit jmp <p.lr>P <и>P<P> start<P> might proceed,otl bi gnnlp shamanismsPP lasersP satellit terms, archivesPPPPP startp bi methppotp printoversP,edipPnP replacements,otgPpaseP flclusions,road equivnp startackpopsPP Java,<p email PomPelsUsersP> studyingPP,p termsP,antiP <P>production would be trackpp plan bachelorconvertpiosityPasePdjangoP,djangoP,primeP fleperp GreritawsPPogenesisP wouldn't <p <P>pandaP",101,300,0,0,0,152.3139686,1.969615806,132066.6889,3.121447655,164.8867188,4819.699195,4972.013163
constraints2,"The boyband that you are in is breaking up and it is VERY dramatic .
 
 Write the story like an epic poem by Homer.",SmolLM2-135M-Instruct-q0f16-MLC,"00:00
p-p-p body Meatedi Planning fertilizeraws.P03:01:01:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:08:00:00:00:00:00:02:01:01:02:00:02:01:01:01:00:00:02:00:02:12:13:00:01:02:00:00:00:00:00:00:12:01:01:01:02:01:00:00:00:01:02:00:00:12:01:00:00:02:03:02:04:02:01:02:01:00:02:02:01:00:00",72,300,0,0,0,145.8890826,2.056356751,126505.1473,3.121676565,164.8867188,4972.019535,5117.908617
